ingredient,fdc_id,description,data_type,brand_owner,source,flag,mapping_status,semantic_match_score,nutritional_similarity_score,reasoning,retry_attempts,search_queries_used,timestamp,nutrient-alanine,nutrient-alcohol,nutrient-alpha-carotene,nutrient-apigenin,nutrient-arginine,nutrient-ash,nutrient-aspartic-acid,nutrient-beta-carotene,nutrient-caffeine,nutrient-calcium,nutrient-calories-energy,nutrient-catechin,nutrient-cholesterol,nutrient-choline,nutrient-copper,nutrient-cryptoxanthin,nutrient-cyanidin,nutrient-cystine,nutrient-delphinidin,nutrient-dietary-fiber,nutrient-epicatechin,nutrient-epicatechin-3-gallate,nutrient-epigallocatechin,nutrient-epigallocatechin-3-gallate,nutrient-eriodictyol,nutrient-fluoride,nutrient-folate-folic-acid,nutrient-gallocatechin,nutrient-glutamic-acid,nutrient-glycemic-index,nutrient-glycemic-load,nutrient-glycine,nutrient-hesperetin,nutrient-histidine,nutrient-inflammation-score,nutrient-iron,nutrient-isoleucine,nutrient-isorhamnetin,nutrient-kaempferol,nutrient-leucine,nutrient-lutein-zeaxanthin,nutrient-luteolin,nutrient-lycopene,nutrient-lysine,nutrient-magnesium,nutrient-malvidin,nutrient-manganese,nutrient-methionine,nutrient-monounsaturated-fat,nutrient-mufa-16-1-palmitoleic,nutrient-mufa-18-1-oleic,nutrient-mufa-20-1,nutrient-mufa-22-1,nutrient-myricetin,nutrient-naringenin,nutrient-net-carbohydrates,nutrient-niacin-b3,nutrient-nutrition-score,nutrient-pelargonidin,nutrient-peonidin,nutrient-percent-calories-from-carbohydrates,nutrient-percent-calories-from-fat,nutrient-percent-calories-from-protein,nutrient-petunidin,nutrient-phenylalanine,nutrient-phosphorus,nutrient-polyunsaturated-fat,nutrient-potassium,nutrient-proline,nutrient-protein,nutrient-pufa-18-2-linoleic,nutrient-pufa-18-3-alpha-linolenic,nutrient-pufa-18-4,nutrient-pufa-20-4-arachidonic,nutrient-pufa-20-5-epa,nutrient-pufa-22-5-dpa,nutrient-pufa-22-6-dha,nutrient-quercetin,nutrient-retinol,nutrient-riboflavin-b2,nutrient-saturated-fat,nutrient-selenium,nutrient-serine,nutrient-sfa-10-0-capric,nutrient-sfa-12-0-lauric,nutrient-sfa-14-0-myristic,nutrient-sfa-16-0-palmitic,nutrient-sfa-18-0-stearic,nutrient-sfa-4-0-butyric,nutrient-sfa-6-0-caproic,nutrient-sfa-8-0-caprylic,nutrient-sodium,nutrient-theaflavin,nutrient-theaflavin-3-3-digallate,nutrient-theaflavin-3-gallate,nutrient-thearubigins,nutrient-theobromine,nutrient-thiamin-b1,nutrient-threonine,nutrient-total-carbohydrates,nutrient-total-fat,nutrient-total-sugars,nutrient-trans-fat,nutrient-tryptophan,nutrient-tyrosine,nutrient-valine,nutrient-vitamin-a-rae,nutrient-vitamin-b12,nutrient-vitamin-b5-pantothenic-acid,nutrient-vitamin-b6,nutrient-vitamin-c-ascorbic-acid,nutrient-vitamin-d,nutrient-vitamin-e-alpha-tocopherol,nutrient-vitamin-k-phylloquinone,nutrient-water,nutrient-zinc
caster sugar,169655,"Sugars, granulated",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,99.6,"Caster sugar is simply a finer crystal form of granulated sugar; compositionally it is sucrose and nutritionally equivalent to standard granulated sugar. Core macronutrients (40% weight): calories are nearly identical (386.71 vs 387 kcal; −0.08%), carbs match exactly (99.98 g vs 99.98 g), and sugar contains essentially 0 g protein and 0 g fat; while these aren’t explicitly listed, typical USDA profiles for granulated sugar report 0 g for both, so macronutrient alignment is effectively perfect. Vitamins/minerals (30% weight): calcium (1 mg) and potassium (2 mg) match expected values; iron is slightly higher (0.05 mg vs 0.01 mg), but the absolute difference (0.04 mg) is nutritionally negligible and consistent with trace variability; vitamins A, C, and D are expected to be 0 in pure sugar and none are indicated, so they are effectively matched. Other nutrients (30% weight): total sugars are 99.80 g vs 99.98 g (−0.18 g; 0.18%), sodium is 1 mg vs expected 0 mg—both are trivial traces within labeling/analytical noise; fiber and saturated fat are expected 0 and not reported, which is consistent. Considering acceptable variation in lab analyses and that caster sugar is the same product class as granulated sugar, this entry is an excellent match.",1,sugar granulated,2026-01-09T23:59:08.637777,,,,,,0.01 g,,,,1.0 mg,1618.0 kJ,,,,0.007 mg,,,,,,,,,,,,,,,,,,,,,0.05 mg,,,,,,,,,,,0.004 mg,,,,,,,,,,,,,,,,,,,,,2.0 mg,,,,,,,,,,,,0.019 mg,,0.6 µg,,,,,,,,,,1.0 mg,,,,,,,,99.98 g,,99.8 g,,,,,,,,,,,,,0.02 g,0.01 mg
superfine sugar,169655,"Sugars, granulated",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,82,99.6,"Superfine sugar is simply finer-crystal granulated sugar; nutritionally it is pure sucrose. Core macronutrients: calories are 386.71 vs 387 kcal/100 g (−0.1%), carbs 99.98 vs 100 g (−0.02%), and sugar has no protein or fat in typical references—none are reported here, aligning with expectation. This yields an essentially perfect macronutrient match. Vitamins/minerals: refined sugar contains no vitamins A, C, or D (not reported; assumed 0), calcium 1 mg and potassium 2 mg both match, iron is 0.05 mg vs expected ~0.01 mg (+0.04 mg absolute). That iron difference is a trace-level analytical/rounding variation and nutritionally negligible. Other nutrients: total sugars 99.80 vs 100 g (−0.2%) is within normal assay/moisture variance; sodium is 1 mg (match); fiber is 0 in refined sugar (consistent with expectations). Considering acceptable variation from moisture content, analytical rounding, and the identical composition of superfine and granulated sugar, this entry is an excellent, high-confidence match.",1,sugar granulated,2026-01-10T00:01:20.444480,,,,,,0.01 g,,,,1.0 mg,1618.0 kJ,,,,0.007 mg,,,,,,,,,,,,,,,,,,,,,0.05 mg,,,,,,,,,,,0.004 mg,,,,,,,,,,,,,,,,,,,,,2.0 mg,,,,,,,,,,,,0.019 mg,,0.6 µg,,,,,,,,,,1.0 mg,,,,,,,,99.98 g,,99.8 g,,,,,,,,,,,,,0.02 g,0.01 mg
confectioners sugar,169656,"Sugars, powdered",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,99,,Direct mapping based on high semantic match score (99.0%). Step 4 (nutritional similarity) was skipped.,1,confectioners sugar OR powdered sugar OR confectioner's sugar OR icing sugar,2026-01-10T00:05:32.863709,,,,,,0.01 g,,,,1.0 mg,1627.0 kJ,,,,0.007 mg,,,,,,,,,,,,,,,,,,,,,0.06 mg,,,,,,,,,,,0.004 mg,,,,,,,,,,,,,,,,,,,,,2.0 mg,,,,,,,,,,,,0.019 mg,,0.6 µg,,,,,,,,,,2.0 mg,,,,,,,,99.77 g,,97.81 g,,,,,,,,,,,,,0.23 g,0.01 mg
blanched almond flour,2261420,"Flour, almond",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,92,,Direct mapping based on high semantic match score (92.0%). Step 4 (nutritional similarity) was skipped.,1,almond flour blanched,2026-01-10T00:05:51.260776,,,,,,2.961 g,,,,232.3 mg,577.62536 kcal,,,,0.9753 mg,,,,,9.266 g,,,,,,,37.83 µg,,,,,,,,,3.225 mg,,,,,,,,,251.1 mg,,1.813 mg,,,,,,,,,,3.998 mg,,,,,,,,,512.1 mg,,666.8 mg,,26.24375 g,,,,,,,,,,0.7475 mg,,0.7419 µg,,,,,,,,,,0.8944 mg,,,,,,0.1125 mg,,16.24925 g,50.23 g,,,,,,,,,0.09988 mg,,,,,4.316 g,2.795 mg
unblanched almond flour,2261420,"Flour, almond",Foundation,,search,HIGH_CONFIDENCE,search_verified_high,88,91,"Overall assessment: HIGH_CONFIDENCE match. The USDA item is nutritionally very close to unblanched almond flour, with the main deviations consistent with blanching/skin removal and methodological differences in fiber analysis. Weighted scoring (40% core macros, 30% key vitamins/minerals, 30% other) yields ~91/100. Core macronutrients (high weight, 40%): Calories are essentially identical (577.6 vs 579; −0.24%), and total fat aligns closely (50.23 vs 49.93 g; +0.6%), indicating similar lipid profile and no evidence of defatting. Protein is higher (+5.09 g; +24.1%) and total carbs lower (−5.30 g; −24.6%) in the USDA result; these shifts are typical for blanched almond flour (skins removed) where fiber and some carbohydrate decrease while the protein fraction appears higher by proportion. Despite these shifts, energy balance remains consistent, keeping macro similarity strong overall. Key vitamins/minerals (medium weight, 30%): Vitamins A, C, and D are expected to be 0 in almond flour; although not explicitly listed in the USDA record, typical nut flours contain negligible amounts, so these effectively match. Calcium (−13.6%), iron (−12.9%), and potassium (−9.0%) are modestly lower in the USDA item—again consistent with skin removal reducing mineral density. These differences are within acceptable variation for different milling and blanching. Other nutrients (lower weight, 30%): Dietary fiber is notably lower (9.27 vs 12.5 g; −25.8%), which explains most of the lower total carbs; this is the single largest non-macro discrepancy and aligns with blanched vs unblanched differences. Sodium is practically the same (0.89 vs 1 mg; −11% but trivial in absolute terms). Total sugars in almond flour are typically ~4.3–4.4 g/100 g and saturated fat ~3.8 g/100 g; while not reported in the USDA row, standard almond composition supports these values, matching the expected figures. Cross-check: calories from fat (USDA 452 kcal) equals 50.23 g × 9 kcal/g, confirming fat reporting integrity. Interpretation: The USDA profile likely represents blanched almond flour, while the expected values reflect unblanched (with skins). Differences in fiber, total carbs, and slightly lower minerals are therefore expected and do not materially change the overall nutritional identity. Given the close match in energy and fat, near-zero vitamins A/C/D, and plausible micronutrient deltas, this is an excellent nutritional proxy for unblanched almond flour.",1,almond flour unblanched,2026-01-10T00:06:21.359849,,,,,,2.961 g,,,,232.3 mg,577.62536 kcal,,,,0.9753 mg,,,,,9.266 g,,,,,,,37.83 µg,,,,,,,,,3.225 mg,,,,,,,,,251.1 mg,,1.813 mg,,,,,,,,,,3.998 mg,,,,,,,,,512.1 mg,,666.8 mg,,26.24375 g,,,,,,,,,,0.7475 mg,,0.7419 µg,,,,,,,,,,0.8944 mg,,,,,,0.1125 mg,,16.24925 g,50.23 g,,,,,,,,,0.09988 mg,,,,,4.316 g,2.795 mg
flaxseed meal,2262075,"Flaxseed, ground",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,98,,Direct mapping based on high semantic match score (98.0%). Step 4 (nutritional similarity) was skipped.,1,flaxseed meal OR ground flaxseed,2026-01-10T00:08:30.380828,1.085 g,,,,2.211 g,3.525 g,2.311 g,,,229.9 mg,514.44343 kcal,,,,1.344 mg,,,,,23.13 g,,,,,,,41.45 µg,,4.846 g,,,1.386 g,,0.5138 g,,5.778 mg,0.9375 g,,,1.38 g,,,,0.9325 g,372.1 mg,,2.405 mg,0.4025 g,5.944 g,,,,,,,,3.756 mg,,,,,,,,1.116 g,556.4 mg,24.73 g,793.4 mg,0.8725 g,18.0359 g,,,,,,,,,,,3.281 g,135.9 µg,1.138 g,,,,,,,,,36.74 mg,,,,,,0.5368 mg,0.9313 g,34.3551 g,37.28 g,,,0.3013 g,0.5725 g,1.138 g,,,,0.3926 mg,,,,3.675 µg,6.804 g,4.738 mg
ground chia,170554,"Seeds, chia seeds, dried",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,99.9,"HIGH_CONFIDENCE. This entry matches ground chia’s expected profile almost exactly across all categories. Core macronutrients (40% weight): calories (486.14 vs 486), protein (16.54 vs 16.5), total fat (30.74 vs 30.7), and total carbs (42.12 vs 42.1) are all within ±0.3%—effectively identical, so this category scores essentially perfect. Key vitamins/minerals (30% weight): calcium (631), iron (7.72 vs 7.7), potassium (407), and vitamin C (1.6) are exact or within 0.3% of expected; vitamins A and D for chia are typically 0 and, while not explicitly listed, align with expectations for seeds—treated as matching. Other nutrients (30% weight): saturated fat (3.33 vs 3.3) differs by ~0.9%; dietary fiber (34.4), sodium (16) match; sugars are typically 0 for chia—though not explicitly listed here, that is consistent with standard references and expected value, so only a negligible penalty. Ground vs whole chia: milling does not materially change per-100g composition; minor rounding differences reflect database rounding, not true formulation differences. Weighted together, the profile is an excellent match to ground chia.",1,chia seeds ground,2026-01-10T00:08:50.536329,1.044 g,,,,2.143 g,4.8 g,1.689 g,,,631.0 mg,2034.0 kJ,,,,0.924 mg,,,0.407 g,,34.4 g,,,,,,,49.0 µg,,3.5 g,,,0.943 g,,0.531 g,,7.72 mg,0.801 g,,,1.371 g,,,,0.97 g,335.0 mg,,2.723 mg,0.588 g,2.309 g,,,,,,,,8.83 mg,,,,,,,,1.016 g,860.0 mg,23.665 g,407.0 mg,0.776 g,16.54 g,,,,,,,,,,0.17 mg,3.33 g,55.2 µg,1.049 g,,,,,,,,,16.0 mg,,,,,,0.62 mg,0.709 g,42.12 g,30.74 g,,0.14 g,0.436 g,0.563 g,0.95 g,,,,,1.6 mg,,0.5 mg,,5.8 g,4.58 mg
hemp hearts,170148,"Seeds, hemp seed, hulled",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,hemp seeds shelled,2026-01-10T00:13:33.909330,1.528 g,,,,4.55 g,6.06 g,3.662 g,,,70.0 mg,2313.0 kJ,,,,1.6 mg,,,0.672 g,,4.0 g,,,,,,,,,6.269 g,,,1.611 g,,0.969 g,,7.95 mg,1.286 g,,,2.163 g,,,,1.276 g,700.0 mg,,7.6 mg,0.933 g,5.4 g,,,,,,,,9.2 mg,,,,,,,,1.447 g,1650.0 mg,38.1 g,1200.0 mg,1.597 g,31.56 g,,,,,,,,,,0.285 mg,4.6 g,,1.713 g,,,,,,,,,5.0 mg,,,,,,1.275 mg,1.269 g,8.67 g,48.75 g,1.5 g,,0.369 g,1.263 g,1.777 g,1.0 µg,,,0.6 mg,0.5 mg,,0.8 mg,,4.96 g,9.9 mg
shelled sunflower seeds,2515381,"Seeds, sunflower seed, kernel, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,sunflower seed kernels,2026-01-10T00:13:45.163419,,,,,,3.313 g,,,,115.6 mg,570.651 kcal,,,,1.875 mg,,,,,7.215 g,,,,,,,,,,,,,,,,4.37 mg,,,,,,,,,301.9 mg,,2.63 mg,,,,,,,,,,,,,,,,,,,732.0 mg,,656.8 mg,,18.8733 g,,,,,,,,,,,,17.78 µg,,,,,,,,,,,,,,,,,,24.5007 g,48.44 g,,,,,,,,,,,,,,4.873 g,5.578 mg
white sesame seeds,169412,"Seeds, sesame seed kernels, dried (decorticated)",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,96,,Direct mapping based on high semantic match score (96.0%). Step 4 (nutritional similarity) was skipped.,1,sesame seeds raw,2026-01-10T00:14:08.921135,0.99 g,,,,3.25 g,2.86 g,2.07 g,,,60.0 mg,2640.0 kJ,,,25.6 mg,1.4 mg,,,0.44 g,,11.6 g,,,,,,,,,4.6 g,,,1.09 g,,0.55 g,,6.36 mg,0.75 g,,,1.5 g,,,,0.65 g,345.0 mg,,1.44 mg,0.88 g,23.924 g,,,,,,,,5.8 mg,,,,,,,,0.94 g,667.0 mg,25.491 g,370.0 mg,1.04 g,20.45 g,,,,,,,,,,0.09 mg,9.055 g,34.4 µg,1.2 g,,,,,,,,,47.0 mg,,,,,,0.699 mg,0.73 g,11.73 g,,0.48 g,,0.33 g,0.79 g,0.98 g,3.0 µg,,0.29 mg,0.4 mg,,,1.68 mg,,3.75 g,6.73 mg
black sesame seeds,170150,"Seeds, sesame seeds, whole, dried",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,sesame seeds black,2026-01-10T00:14:31.552697,0.927 g,,,,2.63 g,4.45 g,1.646 g,,,975.0 mg,2397.0 kJ,,,25.6 mg,4.082 mg,,,0.358 g,,11.8 g,,,,,,,,,3.955 g,,,1.215 g,,0.522 g,,14.55 mg,0.763 g,,,1.358 g,,,,0.569 g,351.0 mg,,2.46 mg,0.586 g,18.759 g,,,,,,,,4.515 mg,,,,,,,,0.94 g,629.0 mg,21.773 g,468.0 mg,0.81 g,17.73 g,,,,,,,,,,0.247 mg,6.957 g,34.4 µg,0.967 g,,,,,,,,,11.0 mg,,,,,,0.791 mg,0.736 g,23.45 g,49.67 g,0.3 g,,0.388 g,0.743 g,0.99 g,,,0.05 mg,0.79 mg,,,0.25 mg,,4.69 g,7.75 mg
slivered almonds,2346393,"Nuts, almonds, whole, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_high,85,96.7,"Overall HIGH_CONFIDENCE (excellent match). Raw whole almonds align very closely with the expected slivered almonds profile on core macros and minerals. Core macronutrients (40% weight): calories (+1.5%), protein (+1.2%), total fat (+3.4%), and carbs (-7.7%) are all within typical cultivar/processing variability; this yields a very high macro concordance. Key vitamins/minerals (30% weight): calcium (-3.9%) and potassium (+3.9%) are tight matches; iron is +20.6% (absolute +0.64 mg), still a small absolute shift and plausible across lots. Vitamins A, C, D are effectively 0 in almonds and assumed 0, so no penalty. Other nutrients (30% weight): saturated fat (+2.4%) and fiber (-1.1%) are near-expected; sugars and sodium were not reported for this FDC entry—almonds typically have ~4.3–4.7 g sugars and ~1 mg sodium per 100 g, so the absence likely reflects unreported rather than true zero. Considering acceptable variations: slivered almonds are often blanched; this raw whole almond entry still mirrors the expected slivered values very closely, with small differences attributable to skin presence, moisture, and analytic rounding. Poly/mono fats not used for scoring because expected values didn’t include them.",1,almonds slivered,2026-01-10T00:15:17.853528,0.98 g,,,,2.464 g,3.164 g,2.402 g,,,253.6 mg,583.597022 kcal,,,,0.9104 mg,,,,,10.78 g,,,,,,,,,4.248 g,,,1.434 g,,0.548 g,,3.741 mg,0.774 g,,,1.488 g,,,,0.618 g,257.6 mg,,2.149 mg,0.154 g,31.314 g,,,,,,,,3.77 mg,,,,,,,,1.198 g,502.9 mg,11.18 g,732.8 mg,1.314 g,21.45038 g,,,,,,,,,,,3.785 g,,0.99 g,,,,,,,,,,,,,,,0.1605 mg,0.608 g,20.03462 g,51.09 g,,,0.208 g,0.63 g,0.916 g,,,,0.1008 mg,,,,,4.261 g,2.865 mg
sliced almonds,170567,"Nuts, almonds",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,85,99.6,"This entry is an excellent match to the expected sliced almonds profile. Macronutrients: calories (579.11 vs 579), protein (21.15 vs 21.15), and carbs (21.55 vs 21.55) are identical within rounding. The reported total_fat_g = 0.00 is a clear data entry error; typical almonds contain ~50 g fat/100 g, and the listed fatty acid components (sat 3.80 g + mono 31.55 g + poly 12.33 g + trans 0.01 g ≈ 47.7 g) plus the correct energy (≈579 kcal) confirm fat is normal and within ~4–5% of expected (49.93 g). Key vitamins/minerals: calcium (269 mg), iron (3.71 mg), potassium (733 mg) exactly match; vitamins A, C, D are effectively 0 for almonds, aligning with expectations. Other nutrients: saturated fat (3.80 vs 3.802), fiber (12.5 vs 12.5), sugars (4.35 vs 4.35), and sodium (1 mg vs 1 mg) are effectively identical. Considering the obvious fat-field anomaly but corroborating evidence from fatty acid totals and energy, the overall nutritional profile matches sliced (i.e., raw) almonds extremely closely. High confidence.",1,almonds sliced,2026-01-10T00:20:19.917889,0.999 g,,,,2.465 g,2.97 g,2.639 g,,,269.0 mg,2423.0 kJ,,,52.1 mg,1.031 mg,,,0.215 g,,12.5 g,,,,,,,,,6.206 g,,,1.429 g,,0.539 g,,3.71 mg,0.751 g,,,1.473 g,1.0 µg,,,0.568 g,270.0 mg,,2.179 mg,0.157 g,31.551 g,,,,,,,,3.618 mg,,,,,,,,1.132 g,481.0 mg,12.329 g,733.0 mg,0.969 g,21.15 g,,,,,,,,,,1.138 mg,3.802 g,4.1 µg,0.912 g,,,,,,,,,1.0 mg,,,,,,0.205 mg,0.601 g,21.55 g,0.003 g,4.35 g,0.015 g,0.211 g,0.45 g,0.855 g,,,0.471 mg,0.137 mg,,,25.63 mg,,4.41 g,3.12 mg
chopped walnuts,170187,"Nuts, walnuts, english",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,walnuts chopped,2026-01-10T00:23:17.258239,0.696 g,,,,2.278 g,1.78 g,1.829 g,,,98.0 mg,2738.0 kJ,,,39.2 mg,1.586 mg,,,0.208 g,,6.7 g,,,,,,,,,2.816 g,,,0.816 g,,0.391 g,,2.91 mg,0.625 g,,,1.17 g,9.0 µg,,,0.424 g,158.0 mg,,3.414 mg,0.236 g,8.933 g,,,,,,,,1.125 mg,,,,,,,,0.711 g,346.0 mg,47.174 g,441.0 mg,0.706 g,15.23 g,,,,,,,,,,0.15 mg,6.126 g,4.9 µg,0.934 g,,,,,,,,,2.0 mg,,,,,,0.341 mg,0.596 g,13.71 g,65.21 g,2.61 g,,0.17 g,0.406 g,0.753 g,1.0 µg,,0.57 mg,0.537 mg,1.3 mg,,0.7 mg,2.7 µg,4.07 g,3.09 mg
walnut pieces,170187,"Nuts, walnuts, english",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,93,,Direct mapping based on high semantic match score (93.0%). Step 4 (nutritional similarity) was skipped.,1,nuts walnuts pieces,2026-01-10T00:23:43.767488,0.696 g,,,,2.278 g,1.78 g,1.829 g,,,98.0 mg,2738.0 kJ,,,39.2 mg,1.586 mg,,,0.208 g,,6.7 g,,,,,,,,,2.816 g,,,0.816 g,,0.391 g,,2.91 mg,0.625 g,,,1.17 g,9.0 µg,,,0.424 g,158.0 mg,,3.414 mg,0.236 g,8.933 g,,,,,,,,1.125 mg,,,,,,,,0.711 g,346.0 mg,47.174 g,441.0 mg,0.706 g,15.23 g,,,,,,,,,,0.15 mg,6.126 g,4.9 µg,0.934 g,,,,,,,,,2.0 mg,,,,,,0.341 mg,0.596 g,13.71 g,65.21 g,2.61 g,,0.17 g,0.406 g,0.753 g,1.0 µg,,0.57 mg,0.537 mg,1.3 mg,,0.7 mg,2.7 µg,4.07 g,3.09 mg
chopped pecans,170182,"Nuts, pecans",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,pecans pieces,2026-01-10T00:24:26.721709,0.397 g,,,,1.177 g,1.49 g,0.929 g,,,70.0 mg,2889.0 kJ,,,40.5 mg,1.2 mg,9.0 µg,,0.152 g,,9.6 g,,,,,,10.0 µg,,,1.829 g,,,0.453 g,,0.262 g,,2.53 mg,0.336 g,,,0.598 g,17.0 µg,,,0.287 g,121.0 mg,,4.5 mg,0.183 g,40.801 g,,,,,,,,1.167 mg,,,,,,,,0.426 g,277.0 mg,21.614 g,410.0 mg,0.363 g,9.17 g,,,,,,,,,,0.13 mg,6.18 g,3.8 µg,0.474 g,,,,,,,,,,,,,,,0.66 mg,0.306 g,13.86 g,71.97 g,3.97 g,,0.093 g,0.215 g,0.411 g,3.0 µg,,0.863 mg,0.21 mg,1.1 mg,,1.4 mg,3.5 µg,3.52 g,4.53 mg
pecan pieces,170182,"Nuts, pecans",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,93,,Direct mapping based on high semantic match score (93.0%). Step 4 (nutritional similarity) was skipped.,1,pecans pieces,2026-01-10T00:24:55.758914,0.397 g,,,,1.177 g,1.49 g,0.929 g,,,70.0 mg,2889.0 kJ,,,40.5 mg,1.2 mg,9.0 µg,,0.152 g,,9.6 g,,,,,,10.0 µg,,,1.829 g,,,0.453 g,,0.262 g,,2.53 mg,0.336 g,,,0.598 g,17.0 µg,,,0.287 g,121.0 mg,,4.5 mg,0.183 g,40.801 g,,,,,,,,1.167 mg,,,,,,,,0.426 g,277.0 mg,21.614 g,410.0 mg,0.363 g,9.17 g,,,,,,,,,,0.13 mg,6.18 g,3.8 µg,0.474 g,,,,,,,,,,,,,,,0.66 mg,0.306 g,13.86 g,71.97 g,3.97 g,,0.093 g,0.215 g,0.411 g,3.0 µg,,0.863 mg,0.21 mg,1.1 mg,,1.4 mg,3.5 µg,3.52 g,4.53 mg
cashew pieces,2515374,"Nuts, cashew nuts, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,cashew pieces,2026-01-10T00:25:24.059550,,,,,,2.598 g,,,,41.95 mg,533.47799 kcal,,,,2.218 mg,,,,,4.104 g,,,,,,,,,,,,,,,,5.988 mg,,,,,,,,,250.6 mg,,1.949 mg,,,,,,,,,,,,,,,,,,,532.2 mg,,638.3 mg,,17.4423 g,,,,,,,,,,,,20.67 µg,,,,,,,,,,4.759 mg,,,,,,,,36.2887 g,38.86 g,,,,,,,,,,,,,,4.811 g,5.071 mg
whole cashews,2515374,"Nuts, cashew nuts, raw",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,cashews raw,2026-01-10T00:25:58.057733,,,,,,2.598 g,,,,41.95 mg,533.47799 kcal,,,,2.218 mg,,,,,4.104 g,,,,,,,,,,,,,,,,5.988 mg,,,,,,,,,250.6 mg,,1.949 mg,,,,,,,,,,,,,,,,,,,532.2 mg,,638.3 mg,,17.4423 g,,,,,,,,,,,,20.67 µg,,,,,,,,,,4.759 mg,,,,,,,,36.2887 g,38.86 g,,,,,,,,,,,,,,4.811 g,5.071 mg
